,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,HUMACAO,361.17,1.15,,HUMACAO,92.80,0.23,,HUMACAO,169.92,0.46,,HUMACAO,13.67,0.20,,HUMACAO,148.86,0.56,,HUMACAO,21.96,0.11,,HUMACAO,105.98,0.38,,HUMACAO,51.35,0.45,,HUMACAO,124.03,0.35,,HUMACAO,121.31,0.33,,HUMACAO,113.20,0.42,,HUMACAO,83.56,0.46,,HUMACAO,144.09,0.55,,HUMACAO,23.51,0.22,,HUMACAO,30.79,0.16,,HUMACAO,33.84,0.58,,HUMACAO,98.05,0.41,,HUMACAO,56.85,0.35,,HUMACAO,64.28,0.30,,HUMACAO,46.87,0.39,,HUMACAO,144.30,0.41,,HUMACAO,8.64,0.13,,HUMACAO,184.46,0.50,,HUMACAO,0.67,0.10,,HUMACAO,95.19,0.51,,HUMACAO,6.74,0.17,,HUMACAO,221.15,0.88,,HUMACAO,0.00,0.00,,HUMACAO,33.57,0.10,,HUMACAO,27.40,0.11,,HUMACAO,106.80,0.37,,HUMACAO,0.00,0.00,,HUMACAO,87.50,0.39,,HUMACAO,39.20,0.21,,HUMACAO,58.13,0.36,,HUMACAO,3.12,0.35,,HUMACAO,58.80,0.51,,HUMACAO,42.06,0.23,,HUMACAO,127.32,0.71,,HUMACAO,47.24,0.18,,HUMACAO,57.09,0.25,,HUMACAO,7.96,0.11,,HUMACAO,21.78,0.16,,HUMACAO,26.90,0.16,,HUMACAO,63.56,0.32,,HUMACAO,46.80,0.30,,HUMACAO,111.50,0.55,,HUMACAO,71.78,0.46,,HUMACAO,111.17,0.77,,HUMACAO,29.57,0.91,,HUMACAO,51.03,0.24,,HUMACAO,36.62,0.27,,HUMACAO,72.64,0.49,,HUMACAO,3.11,0.11,,HUMACAO,88.40,0.41,,HUMACAO,47.96,0.45,,HUMACAO,101.47,0.43,,HUMACAO,0.00,0.00,,HUMACAO,54.56,0.27,,HUMACAO,14.14,0.17,,HUMACAO,73.74,0.43,,HUMACAO,7.57,0.21,,HUMACAO,72.31,0.45,,HUMACAO,0.00,0.00,,HUMACAO,62.71,0.27,,HUMACAO,0.00,0.00,,HUMACAO,38.35,0.17,,HUMACAO,56.50,0.34,,HUMACAO,50.20,0.22,,HUMACAO,17.52,0.15,,HUMACAO,154.67,0.65,,HUMACAO,0.77,0.10,,HUMACAO,103.81,0.41,,HUMACAO,61.79,0.40
,,,CANÓVANAS,40.99,0.28,,CANÓVANAS,0.00,0.00,,CANÓVANAS,148.57,0.46,,CANÓVANAS,0.00,0.00,,CANÓVANAS,52.26,0.28,,CANÓVANAS,6.75,0.10,,CANÓVANAS,39.73,0.21,,CANÓVANAS,17.12,0.07,,CANÓVANAS,57.73,0.27,,CANÓVANAS,4.98,0.06,,CANÓVANAS,63.50,0.30,,CANÓVANAS,3.57,0.06,,CANÓVANAS,28.73,0.16,,CANÓVANAS,9.93,0.08,,CANÓVANAS,43.14,0.32,,CANÓVANAS,4.96,0.05,,CANÓVANAS,20.34,0.12,,CANÓVANAS,0.00,0.00,,CANÓVANAS,29.35,0.23,,CANÓVANAS,58.41,0.17,,CANÓVANAS,34.63,0.21,,CANÓVANAS,21.27,0.42,,CANÓVANAS,107.26,0.44,,CANÓVANAS,17.46,0.11,,CANÓVANAS,31.69,0.14,,CANÓVANAS,11.57,0.06,,CANÓVANAS,57.49,0.44,,CANÓVANAS,33.56,0.20,,CANÓVANAS,46.40,0.34,,CANÓVANAS,5.76,0.16,,CANÓVANAS,24.87,0.14,,CANÓVANAS,0.00,0.00,,CANÓVANAS,20.67,0.16,,CANÓVANAS,0.00,0.00,,CANÓVANAS,39.39,0.24,,CANÓVANAS,21.81,0.24,,CANÓVANAS,34.37,0.25,,CANÓVANAS,2.38,0.03,,CANÓVANAS,19.07,0.18,,CANÓVANAS,2.19,0.05,,CANÓVANAS,30.65,0.33,,CANÓVANAS,3.82,0.10,,CANÓVANAS,54.90,0.43,,CANÓVANAS,18.25,0.14,,CANÓVANAS,78.83,0.52,,CANÓVANAS,14.83,0.12,,CANÓVANAS,83.95,0.48,,CANÓVANAS,0.41,0.02,,CANÓVANAS,75.48,0.61,,CANÓVANAS,31.44,0.17,,CANÓVANAS,85.63,0.63,,CANÓVANAS,18.49,0.12,,CANÓVANAS,128.58,1.03,,CANÓVANAS,5.50,0.07,,CANÓVANAS,68.94,0.40,,CANÓVANAS,15.32,0.15,,CANÓVANAS,79.53,0.57,,CANÓVANAS,0.00,0.00,,CANÓVANAS,55.32,0.44,,CANÓVANAS,4.30,0.06,,CANÓVANAS,102.08,0.86,,CANÓVANAS,0.08,0.01,,CANÓVANAS,52.80,0.53,,CANÓVANAS,1.06,0.15,,CANÓVANAS,55.60,0.42,,CANÓVANAS,42.84,0.25,,CANÓVANAS,80.34,0.55,,CANÓVANAS,0.00,0.00,,CANÓVANAS,101.55,0.90,,CANÓVANAS,19.05,0.13,,CANÓVANAS,110.94,0.63,,CANÓVANAS,28.35,0.14,,CANÓVANAS,69.50,0.45,,CANÓVANAS,33.66,0.21
,,,FAJARDO,81.96,0.32,,FAJARDO,0.00,0.00,,FAJARDO,155.08,0.60,,FAJARDO,13.04,0.30,,FAJARDO,51.17,0.34,,FAJARDO,0.00,0.00,,FAJARDO,35.24,0.14,,FAJARDO,0.00,0.00,,FAJARDO,72.80,0.24,,FAJARDO,56.82,0.53,,FAJARDO,22.19,0.18,,FAJARDO,0.00,0.00,,FAJARDO,18.28,0.11,,FAJARDO,0.00,0.00,,FAJARDO,14.04,0.09,,FAJARDO,0.00,0.00,,FAJARDO,19.84,0.08,,FAJARDO,0.00,0.00,,FAJARDO,29.80,0.16,,FAJARDO,0.00,0.00,,FAJARDO,60.68,0.60,,FAJARDO,30.20,0.39,,FAJARDO,39.97,0.14,,FAJARDO,0.00,0.00,,FAJARDO,42.72,0.13,,FAJARDO,0.00,0.00,,FAJARDO,55.47,0.24,,FAJARDO,0.00,0.00,,FAJARDO,51.94,0.24,,FAJARDO,9.70,0.08,,FAJARDO,26.36,0.11,,FAJARDO,2.16,0.31,,FAJARDO,18.14,0.15,,FAJARDO,0.00,0.00,,FAJARDO,91.88,0.41,,FAJARDO,76.12,0.41,,FAJARDO,34.42,0.25,,FAJARDO,22.94,0.25,,FAJARDO,18.10,0.12,,FAJARDO,27.51,0.31,,FAJARDO,30.57,0.16,,FAJARDO,0.00,0.00,,FAJARDO,46.05,0.33,,FAJARDO,5.08,0.08,,FAJARDO,23.75,0.18,,FAJARDO,0.00,0.00,,FAJARDO,46.80,0.28,,FAJARDO,0.00,0.00,,FAJARDO,52.85,0.36,,FAJARDO,6.44,0.05,,FAJARDO,61.96,0.36,,FAJARDO,20.39,0.31,,FAJARDO,53.22,0.29,,FAJARDO,0.00,0.00,,FAJARDO,50.20,0.44,,FAJARDO,4.20,0.17,,FAJARDO,53.73,0.22,,FAJARDO,20.15,0.12,,FAJARDO,59.96,0.30,,FAJARDO,26.84,0.65,,FAJARDO,58.66,0.30,,FAJARDO,0.00,0.00,,FAJARDO,54.00,0.38,,FAJARDO,31.21,0.31,,FAJARDO,30.88,0.16,,FAJARDO,0.00,0.00,,FAJARDO,36.93,0.24,,FAJARDO,0.00,0.00,,FAJARDO,29.62,0.18,,FAJARDO,44.90,0.12,,FAJARDO,53.73,0.37,,FAJARDO,5.80,0.17,,FAJARDO,76.15,0.31,,FAJARDO,0.00,0.00
,,,AGUADILLA,102.96,0.21,,AGUADILLA,48.04,0.23,,AGUADILLA,104.19,0.23,,AGUADILLA,95.80,0.51,,AGUADILLA,66.89,0.13,,AGUADILLA,36.57,0.26,,AGUADILLA,118.61,0.27,,AGUADILLA,0.00,0.00,,AGUADILLA,90.49,0.32,,AGUADILLA,75.76,0.57,,AGUADILLA,25.92,0.09,,AGUADILLA,16.32,0.07,,AGUADILLA,73.57,0.26,,AGUADILLA,0.00,0.00,,AGUADILLA,26.75,0.10,,AGUADILLA,1.66,0.20,,AGUADILLA,19.10,0.13,,AGUADILLA,11.53,0.09,,AGUADILLA,31.23,0.12,,AGUADILLA,1.77,0.00,,AGUADILLA,22.37,0.07,,AGUADILLA,21.22,0.29,,AGUADILLA,59.09,0.32,,AGUADILLA,0.00,0.00,,AGUADILLA,62.19,0.19,,AGUADILLA,12.61,0.22,,AGUADILLA,73.86,0.29,,AGUADILLA,4.54,0.07,,AGUADILLA,82.76,0.33,,AGUADILLA,14.10,0.18,,AGUADILLA,30.26,0.12,,AGUADILLA,9.43,0.09,,AGUADILLA,22.18,0.12,,AGUADILLA,52.63,0.13,,AGUADILLA,15.55,0.09,,AGUADILLA,33.39,0.02,,AGUADILLA,20.32,0.13,,AGUADILLA,1.71,0.00,,AGUADILLA,10.43,0.05,,AGUADILLA,20.15,0.11,,AGUADILLA,13.42,0.05,,AGUADILLA,3.00,0.01,,AGUADILLA,78.47,0.26,,AGUADILLA,47.86,0.15,,AGUADILLA,41.00,0.19,,AGUADILLA,108.92,0.35,,AGUADILLA,83.69,0.41,,AGUADILLA,120.30,0.59,,AGUADILLA,128.96,0.61,,AGUADILLA,25.21,0.13,,AGUADILLA,97.44,0.44,,AGUADILLA,38.44,0.66,,AGUADILLA,96.79,0.42,,AGUADILLA,20.22,0.19,,AGUADILLA,60.36,0.24,,AGUADILLA,3.00,0.04,,AGUADILLA,60.97,0.29,,AGUADILLA,8.93,0.04,,AGUADILLA,49.12,0.28,,AGUADILLA,1.18,0.01,,AGUADILLA,76.64,0.33,,AGUADILLA,23.77,0.04,,AGUADILLA,45.34,0.24,,AGUADILLA,0.00,0.00,,AGUADILLA,57.45,0.20,,AGUADILLA,18.19,0.19,,AGUADILLA,47.27,0.21,,AGUADILLA,1.49,0.10,,AGUADILLA,65.49,0.26,,AGUADILLA,56.19,0.49,,AGUADILLA,108.16,0.45,,AGUADILLA,21.66,0.04,,AGUADILLA,96.48,0.31,,AGUADILLA,8.07,0.03
,,,MAYAGÜEZ,422.37,0.52,,MAYAGÜEZ,175.09,0.95,,MAYAGÜEZ,341.49,0.94,,MAYAGÜEZ,163.60,0.89,,MAYAGÜEZ,238.10,0.78,,MAYAGÜEZ,10.90,0.21,,MAYAGÜEZ,406.54,0.96,,MAYAGÜEZ,97.30,0.70,,MAYAGÜEZ,222.79,0.76,,MAYAGÜEZ,27.29,0.19,,MAYAGÜEZ,138.59,0.40,,MAYAGÜEZ,149.40,0.35,,MAYAGÜEZ,124.68,0.52,,MAYAGÜEZ,50.69,0.27,,MAYAGÜEZ,105.68,0.38,,MAYAGÜEZ,0.77,0.03,,MAYAGÜEZ,120.19,0.43,,MAYAGÜEZ,12.90,0.08,,MAYAGÜEZ,224.90,0.71,,MAYAGÜEZ,42.96,0.48,,MAYAGÜEZ,213.38,0.63,,MAYAGÜEZ,78.63,0.52,,MAYAGÜEZ,348.32,0.92,,MAYAGÜEZ,90.22,1.08,,MAYAGÜEZ,305.33,1.03,,MAYAGÜEZ,75.97,0.25,,MAYAGÜEZ,323.48,1.13,,MAYAGÜEZ,47.78,0.28,,MAYAGÜEZ,384.78,1.20,,MAYAGÜEZ,164.74,1.11,,MAYAGÜEZ,100.74,0.48,,MAYAGÜEZ,1.52,0.02,,MAYAGÜEZ,300.76,0.72,,MAYAGÜEZ,6.67,0.03,,MAYAGÜEZ,189.71,0.78,,MAYAGÜEZ,41.71,0.57,,MAYAGÜEZ,49.57,0.31,,MAYAGÜEZ,43.20,0.12,,MAYAGÜEZ,67.25,0.45,,MAYAGÜEZ,11.26,0.15,,MAYAGÜEZ,66.85,0.25,,MAYAGÜEZ,92.49,0.42,,MAYAGÜEZ,43.76,0.23,,MAYAGÜEZ,1.15,0.02,,MAYAGÜEZ,73.70,0.45,,MAYAGÜEZ,37.28,0.34,,MAYAGÜEZ,94.93,0.30,,MAYAGÜEZ,29.74,0.12,,MAYAGÜEZ,162.64,0.63,,MAYAGÜEZ,38.06,0.38,,MAYAGÜEZ,128.43,0.55,,MAYAGÜEZ,66.85,0.71,,MAYAGÜEZ,216.22,0.73,,MAYAGÜEZ,58.02,0.42,,MAYAGÜEZ,133.88,0.76,,MAYAGÜEZ,32.99,0.15,,MAYAGÜEZ,85.25,0.35,,MAYAGÜEZ,39.05,0.38,,MAYAGÜEZ,146.04,0.59,,MAYAGÜEZ,15.99,0.16,,MAYAGÜEZ,62.10,0.24,,MAYAGÜEZ,14.79,0.21,,MAYAGÜEZ,56.65,0.24,,MAYAGÜEZ,43.71,0.31,,MAYAGÜEZ,159.11,0.46,,MAYAGÜEZ,42.81,0.36,,MAYAGÜEZ,63.41,0.32,,MAYAGÜEZ,9.20,0.04,,MAYAGÜEZ,156.10,0.52,,MAYAGÜEZ,83.91,0.32,,MAYAGÜEZ,147.02,0.56,,MAYAGÜEZ,102.19,0.53,,MAYAGÜEZ,124.92,0.41,,MAYAGÜEZ,11.88,0.04
,,,GUAYAMA,74.04,0.13,,GUAYAMA,0.00,0.00,,GUAYAMA,30.05,0.12,,GUAYAMA,0.00,0.00,,GUAYAMA,39.91,0.30,,GUAYAMA,79.87,0.77,,GUAYAMA,34.59,0.22,,GUAYAMA,0.00,0.00,,GUAYAMA,21.80,0.09,,GUAYAMA,0.00,0.00,,GUAYAMA,14.90,0.14,,GUAYAMA,0.00,0.00,,GUAYAMA,21.61,0.17,,GUAYAMA,0.00,0.00,,GUAYAMA,13.96,0.07,,GUAYAMA,37.30,0.78,,GUAYAMA,7.29,0.05,,GUAYAMA,39.61,0.75,,GUAYAMA,3.54,0.02,,GUAYAMA,36.76,0.13,,GUAYAMA,79.84,0.17,,GUAYAMA,48.41,0.63,,GUAYAMA,13.63,0.17,,GUAYAMA,0.00,0.00,,GUAYAMA,7.95,0.05,,GUAYAMA,0.00,0.00,,GUAYAMA,16.12,0.16,,GUAYAMA,19.79,0.27,,GUAYAMA,7.22,0.03,,GUAYAMA,13.15,0.17,,GUAYAMA,13.96,0.06,,GUAYAMA,0.00,0.00,,GUAYAMA,7.34,0.04,,GUAYAMA,0.00,0.00,,GUAYAMA,22.45,0.14,,GUAYAMA,0.00,0.00,,GUAYAMA,3.83,0.02,,GUAYAMA,6.18,0.31,,GUAYAMA,2.79,0.02,,GUAYAMA,0.00,0.00,,GUAYAMA,4.66,0.03,,GUAYAMA,0.00,0.00,,GUAYAMA,6.59,0.07,,GUAYAMA,0.00,0.00,,GUAYAMA,37.69,0.37,,GUAYAMA,1.19,0.16,,GUAYAMA,16.80,0.15,,GUAYAMA,4.98,0.02,,GUAYAMA,57.28,0.32,,GUAYAMA,15.98,0.33,,GUAYAMA,25.26,0.17,,GUAYAMA,0.00,0.00,,GUAYAMA,45.51,0.29,,GUAYAMA,6.44,0.20,,GUAYAMA,29.89,0.18,,GUAYAMA,30.66,0.37,,GUAYAMA,29.49,0.21,,GUAYAMA,28.56,0.81,,GUAYAMA,8.41,0.05,,GUAYAMA,11.23,0.34,,GUAYAMA,19.16,0.14,,GUAYAMA,0.00,0.00,,GUAYAMA,6.08,0.03,,GUAYAMA,0.00,0.00,,GUAYAMA,21.19,0.04,,GUAYAMA,50.54,0.19,,GUAYAMA,8.33,0.04,,GUAYAMA,1.56,0.04,,GUAYAMA,24.70,0.13,,GUAYAMA,0.00,0.00,,GUAYAMA,83.58,0.51,,GUAYAMA,16.04,0.16,,GUAYAMA,89.23,0.32,,GUAYAMA,65.70,0.22
,,,PONCE,191.49,0.51,,PONCE,169.75,0.49,,PONCE,147.70,0.43,,PONCE,43.35,0.30,,PONCE,131.43,0.49,,PONCE,39.98,0.32,,PONCE,185.67,0.65,,PONCE,22.42,0.20,,PONCE,140.59,0.51,,PONCE,28.47,0.30,,PONCE,50.31,0.25,,PONCE,56.87,0.59,,PONCE,36.81,0.26,,PONCE,0.48,0.00,,PONCE,24.97,0.23,,PONCE,25.02,0.32,,PONCE,31.88,0.26,,PONCE,46.99,0.30,,PONCE,78.62,0.40,,PONCE,255.86,0.52,,PONCE,37.82,0.43,,PONCE,23.32,0.31,,PONCE,42.81,0.27,,PONCE,33.58,0.09,,PONCE,58.28,0.35,,PONCE,23.54,0.16,,PONCE,84.83,0.43,,PONCE,18.02,0.21,,PONCE,51.17,0.48,,PONCE,90.19,0.65,,PONCE,85.39,0.65,,PONCE,10.47,0.14,,PONCE,72.62,0.38,,PONCE,0.00,0.00,,PONCE,94.98,0.43,,PONCE,11.30,0.05,,PONCE,14.45,0.09,,PONCE,7.51,0.33,,PONCE,58.31,0.39,,PONCE,45.80,0.43,,PONCE,17.24,0.22,,PONCE,23.64,0.13,,PONCE,19.69,0.12,,PONCE,2.14,0.03,,PONCE,50.80,0.44,,PONCE,57.95,0.31,,PONCE,58.50,0.33,,PONCE,0.00,0.00,,PONCE,47.24,0.30,,PONCE,18.96,0.13,,PONCE,130.27,0.65,,PONCE,42.58,0.45,,PONCE,88.89,0.55,,PONCE,93.22,0.61,,PONCE,52.12,0.49,,PONCE,13.67,0.24,,PONCE,63.63,0.47,,PONCE,29.59,0.19,,PONCE,33.26,0.30,,PONCE,79.85,0.79,,PONCE,44.81,0.25,,PONCE,29.98,0.19,,PONCE,23.79,0.20,,PONCE,13.80,0.23,,PONCE,76.38,0.36,,PONCE,20.15,0.19,,PONCE,42.79,0.27,,PONCE,0.09,0.01,,PONCE,29.33,0.20,,PONCE,40.68,0.25,,PONCE,61.39,0.39,,PONCE,17.04,0.27,,PONCE,59.67,0.33,,PONCE,2.51,0.01
,,,YAUCO,85.96,0.09,,YAUCO,148.44,1.36,,YAUCO,90.07,0.32,,YAUCO,7.45,0.13,,YAUCO,62.45,0.21,,YAUCO,6.76,0.04,,YAUCO,71.02,0.21,,YAUCO,55.47,0.90,,YAUCO,67.46,0.11,,YAUCO,6.87,0.57,,YAUCO,21.80,0.08,,YAUCO,0.00,0.00,,YAUCO,52.97,0.34,,YAUCO,176.61,0.52,,YAUCO,9.47,0.09,,YAUCO,5.72,0.37,,YAUCO,27.41,0.13,,YAUCO,15.25,0.14,,YAUCO,54.78,0.26,,YAUCO,11.92,0.13,,YAUCO,49.14,0.25,,YAUCO,0.00,0.00,,YAUCO,41.63,0.16,,YAUCO,32.36,0.09,,YAUCO,40.97,0.17,,YAUCO,1.29,0.13,,YAUCO,44.89,0.20,,YAUCO,2.78,0.01,,YAUCO,42.87,0.20,,YAUCO,0.00,0.00,,YAUCO,19.40,0.07,,YAUCO,5.93,0.23,,YAUCO,107.44,0.41,,YAUCO,25.38,0.01,,YAUCO,75.01,0.21,,YAUCO,21.03,0.13,,YAUCO,39.51,0.17,,YAUCO,61.78,0.23,,YAUCO,41.62,0.15,,YAUCO,25.16,0.13,,YAUCO,30.67,0.21,,YAUCO,11.00,0.09,,YAUCO,21.78,0.09,,YAUCO,0.00,0.00,,YAUCO,71.37,0.30,,YAUCO,52.10,0.46,,YAUCO,58.75,0.25,,YAUCO,27.59,0.53,,YAUCO,73.94,0.25,,YAUCO,0.00,0.00,,YAUCO,185.30,1.31,,YAUCO,21.90,0.43,,YAUCO,74.87,0.31,,YAUCO,18.13,0.15,,YAUCO,78.32,0.22,,YAUCO,50.97,0.49,,YAUCO,62.02,0.24,,YAUCO,34.80,0.24,,YAUCO,23.56,0.11,,YAUCO,0.00,0.00,,YAUCO,27.79,0.17,,YAUCO,68.49,0.47,,YAUCO,24.01,0.13,,YAUCO,64.22,0.52,,YAUCO,63.94,0.25,,YAUCO,0.00,0.00,,YAUCO,37.80,0.21,,YAUCO,1.05,0.15,,YAUCO,49.80,0.25,,YAUCO,152.32,0.41,,YAUCO,59.60,0.33,,YAUCO,135.04,0.60,,YAUCO,50.79,0.15,,YAUCO,22.07,0.11
,,,SAN JUAN,249.99,0.54,,SAN JUAN,31.37,0.16,,SAN JUAN,137.22,0.72,,SAN JUAN,8.59,0.04,,SAN JUAN,99.33,0.55,,SAN JUAN,31.46,0.13,,SAN JUAN,94.02,0.48,,SAN JUAN,2.56,0.11,,SAN JUAN,163.49,1.33,,SAN JUAN,51.39,0.66,,SAN JUAN,92.65,0.62,,SAN JUAN,13.05,0.12,,SAN JUAN,106.02,0.86,,SAN JUAN,11.33,0.13,,SAN JUAN,90.11,0.71,,SAN JUAN,21.35,0.10,,SAN JUAN,82.99,0.52,,SAN JUAN,14.29,0.13,,SAN JUAN,79.23,0.58,,SAN JUAN,10.24,0.10,,SAN JUAN,134.55,0.49,,SAN JUAN,10.64,0.05,,SAN JUAN,111.59,0.64,,SAN JUAN,14.26,0.19,,SAN JUAN,106.00,0.61,,SAN JUAN,32.90,0.18,,SAN JUAN,83.60,0.44,,SAN JUAN,6.80,0.06,,SAN JUAN,127.55,0.90,,SAN JUAN,19.20,0.13,,SAN JUAN,115.21,0.73,,SAN JUAN,24.53,0.38,,SAN JUAN,46.88,0.36,,SAN JUAN,10.18,0.10,,SAN JUAN,100.84,0.55,,SAN JUAN,6.14,0.08,,SAN JUAN,88.77,0.56,,SAN JUAN,4.27,0.01,,SAN JUAN,72.68,0.51,,SAN JUAN,11.01,0.05,,SAN JUAN,42.61,0.35,,SAN JUAN,9.87,0.15,,SAN JUAN,47.13,0.29,,SAN JUAN,23.89,0.21,,SAN JUAN,129.26,0.72,,SAN JUAN,58.13,0.27,,SAN JUAN,149.85,0.93,,SAN JUAN,3.48,0.09,,SAN JUAN,194.34,1.12,,SAN JUAN,15.35,0.19,,SAN JUAN,281.82,1.40,,SAN JUAN,36.83,0.34,,SAN JUAN,232.56,0.94,,SAN JUAN,12.39,0.19,,SAN JUAN,132.33,0.74,,SAN JUAN,6.91,0.14,,SAN JUAN,188.61,0.92,,SAN JUAN,19.50,0.31,,SAN JUAN,79.04,0.44,,SAN JUAN,5.86,0.08,,SAN JUAN,171.71,0.97,,SAN JUAN,9.03,0.20,,SAN JUAN,66.15,0.36,,SAN JUAN,6.22,0.10,,SAN JUAN,116.83,0.54,,SAN JUAN,13.89,0.17,,SAN JUAN,165.78,0.69,,SAN JUAN,27.03,0.16,,SAN JUAN,134.33,0.75,,SAN JUAN,28.46,0.29,,SAN JUAN,210.45,0.95,,SAN JUAN,14.03,0.27,,SAN JUAN,141.42,0.58,,SAN JUAN,5.03,0.07
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOA BAJA,166.98,0.71,,TOA BAJA,22.08,0.19,,TOA BAJA,58.51,0.40,,TOA BAJA,2.80,0.08,,TOA BAJA,117.67,0.44,,TOA BAJA,17.58,0.08,,TOA BAJA,73.07,0.40,,TOA BAJA,21.45,0.20,,TOA BAJA,97.22,0.56,,TOA BAJA,0.00,0.00,,TOA BAJA,72.90,0.40,,TOA BAJA,13.98,0.20,,TOA BAJA,52.20,0.25,,TOA BAJA,10.42,0.09,,TOA BAJA,91.24,0.45,,TOA BAJA,10.97,0.37,,TOA BAJA,145.55,0.66,,TOA BAJA,63.92,0.62
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,OVERALL INDEX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
